instance,best,avg. fitness, std fitness,best,avg. fitness, std fitness,best,avg. fitness, std fitness, best,avg. fitness, std fitness
scp41,433.0,433.0,0.0,433.0,435.0,2.0 
scp51,267.0,267.5,0.5,267.0,268.0,1.0 
scp61,141.0,143.0,2.0,143.0,144.0,1.0 
