instance, avg. XPL%, avg. XPT%, avg. XPL%, avg. XPT%, avg. XPL%, avg. XPT%, avg. XPL%, avg. XPT%
scp41,2.785,97.215,22.345,77.655 
scp51,2.485,97.515,21.43,78.57 
scp61,2.61,97.39,22.995,77.005 
