instance, min time (s), avg. time (s), std time (s), min time (s), avg. time (s), std time (s), min time (s), avg. time (s), std time (s), min time (s), avg. time (s), std time (s)
scp41,65.44,65.884,0.444,52.976,60.588,7.612 
scp51,110.184,110.373,0.189,65.066,75.356,10.29 
scp61,48.03,48.125,0.095,38.592,47.312,8.721 
